Rowid_,VALUE_,COUNT_,FAOSOIL
,3035,6,I-Lc-To-c
,3036,795,Jd9-2/3a
,3037,175,Fo20-3b
,3038,44,Je19-3a
,3039,63,Fx1-b
,3040,4727,Fo28-3ab
,3041,108,Lc97-3b
,3042,116,Fx8-1a
,3043,2,Nd8-b
,3044,4,Od10-1/2a
,3045,12,Gd21-a
,3046,814,Fx2-2a
,3047,339,E18-3c
,3048,12,Af16-1/2b
,3049,210,Th17-2c
,3050,343,Ao12-2a
,3051,30,Ne7-2/3b
,3052,385,Fo1-3b
,3053,3,Nd25-2b
,3054,36,Qf20-1a
,3055,2,Gd21-1/2a
,3056,515,Ah27-2/3c
,3057,41,Fr8-2/3b
,3058,5,Lk19-2/3a
,3059,3,Gh4-a
,3060,217,Fo14-3a
,3061,53,Kl13-ab
,3062,8,Qa3-1a
,3063,477,I-Q-c
,3064,153,Lf18-2a
,3065,85,Fo35
,3066,246,I-R
,3067,294,Ne1-3b
,3068,4,I-Bf-Rd
,3069,533,Ao70-2/3b
,3070,18,Bh8-bc
,3071,576,Ah25-2c
,3072,34,Fo26
,3073,144,Fo33-ab
,3074,767,Qf14-1a
,3075,90,Th4-b
,3076,23,I-Bf
,3077,8,Wm8-3a
,3078,34,Tm2-a
,3079,38,Fr1-3b
,3080,35,Fh12-2/3c
,3081,82,Fa20-3c
,3082,59,Fx1-1a
,3083,2,Bg2-2a
,3084,193,Jd12-2/3a
,3085,860,I-Ao-Fo-c
,3086,12,Gh8-b
,3087,48,Ao16-3a
,3088,156,Ne27-2b
,3089,42,Ne60-3b
,3090,12,Fo22-2a
,3091,94,Th2-c
,3092,129,Rc19-2ab
,3093,6,G2-a
,3094,206,Rc22-2b
,3095,1398,Ap8-2a
,3096,282,Fo26-ab
,3097,8468,Fo14-3b
,3098,19,J4-a
,3099,15,Gd6-2a
,3100,364,I-R-bc
,3101,165,Yk2-3a
,3102,16,Xy3-2ab
,3103,1371,Ap1-3a
,3104,9,I-V
,3105,300,Yh20-2b
,3106,210,Qa17-1a
,3107,344,Qc59-1ab
,3108,329,Fo48-2ab
,3109,42,Nd1-2a
,3110,130,Vc37-3a
,3111,184,Af32-2ab
,3112,161,Jd10-2/3a
,3113,277,Gh7-2a
,3114,119,E21-3ab
,3115,319,Gh20-3a
,3116,220,Fo14-2/3a
,3117,4,Qc9-1b
,3118,68,Fo50-2a
,3119,164,Qc8-1a
,3120,269,Fx9-1a
,3121,129,Tv38-1bc
,3122,18,I-Ne-To
,3123,7,Th18-2ab
,3124,16,Je70-3a
,3125,46,Vc8-3a
,3126,59,Lo65-2/3b
,3127,902,Lf17-2ab
,3128,41,Qc19-1c
,3129,1580,Fx10-2a
,3130,151,Fo51-3a
,3131,252,Fo101-2b
,3132,221,Af57-2a
,3133,12522,Fx3-2a
,3134,21,Zo13-2/3a
,3135,906,Od19-a
,3136,20,Od11-2a
,3137,86,Fr7-2a
,3138,15,Qc20-1a
,3139,26,Tv2-c
,3140,217,Fo47-2ab
,3141,40,Bd63-2/3b
,3142,151,Ne28-2a
,3143,311,Fo33-2ab
,3144,59,Nd13-3bc
,3145,95,Lc98-3c
,3146,97,Fh4-3bc
,3147,19,Fo15-2a
,3148,14,Fo26-3c
,3149,219,Je62-2/3a
,3150,124,Re63-2c
,3151,42,Fo19-2a
,3152,62,Ah26-3c
,3153,3,Fo26-3a
,3154,28,Fo18-2a
,3155,676,Gd14-2a
,3156,113,Po27-1a
,3157,72,Fo23-3b
,3158,47,Ao7-2a
,3159,99,So10-2a
,3160,24,Fo35-3ab
,3161,547,Gh11-2a
,3162,161,Lo66-2/3c
,3163,107,Pg4-1a
,3164,97,Fh3-3b
,3165,670,Bh21-2c
,3166,32,Bh14-3c
,3167,69,So12-3ab
,3168,227,Nh2-2c
,3169,735,Fo2-2a
,3170,2,J1-2a
,3172,235,Qf36-1a
,3173,48,Fp10-2a
,3174,644,Fo90-2/3b
,3175,28,Kl10-3b
,3176,45,Qf48-1b
,3177,120,Fo91-2b
,3178,152,Fo42-3b
,3179,388,Bf10-2/3b
,3180,11,Gh11-1/2a
,3181,161,Fx31-1/2a
,3182,49,Ap25-2/3a
,3183,21,Nd45-2b
,3184,18,Fo13-2a
,3185,39,Th10-b
,3186,21,Gd13-3a
,3187,3085,Gd1-3a
,3188,75,Fo2-1/2a
,3189,82,Tm23-2c
,3190,4,Fo43-2c
,3191,33,Fo89-2b
,3192,8,Ge54-3a
,3193,69,Fo49-2a
,3194,106,Gh1-1/2a
,3195,20,G7-2a
,3196,42,So1-2/3a
,3197,66,Be116-2c
,3198,1,Ne18-2b
,3199,93,Th4-c
,3200,566,Fx27-2a
,3201,3983,Fx26-1a
,3202,145,Fo44-2b
,3203,99,So11-2/3a
,3204,125,Fo43-2b
,3205,125,To24-2c
,3206,67,Vp46-3a
,3207,423,Bf9-2bc
,3208,145,X7-2ab
,3209,292,Bc14-2bc
,3210,1268,Nd44-2/3a
,3211,38,Gh10-1a
,3212,25,Jc33-2a
,3213,34,Fr32-2/3c
,3214,63,Tm9-2c
,3215,36,Je63-2/3a
,3216,76,Th7-a
,3217,165,Jd2-2a
,3218,71,Ne5-3b
,3219,70,Fx32-2ab
,3220,33,Fo34-3a
,3221,36,Bf13-2/3b
,3222,12,Be52-2/3a
,3223,93,Bk1-3a
,3224,179,Bh17-2bc
,3225,90,Ao105-2/3c
,3226,50,Tm10-2bc
,3227,36,Nd54-3b
,3228,97,Tm1-a
,3229,327,Nh5-2/3c
,3230,159,Ph12-1b
,3231,83,I-E-3bc
,3232,63,Tv2-b
,3233,20,Rd9-1a
,3234,18,Bk31-2a
,3235,60,Nh6-2/3c
,3236,5,Tm4-b
,3237,23,Ne29-2bc
,3238,1,Nh4-c
,3239,604,Af55-3b
,3240,341,Fx29-3a
,3241,6699,Fx4-3a
,3242,134,Bk25-2a
,3243,60,Tv5-b
,3244,369,Nd40-3b
,3245,9,Nh10-3b
,3246,20,We4-2a
,3247,19,Gh10-2a
,3248,344,Fx6-3a
,3249,35,Fr9-2a
,3250,448,Lc78-3c
,3251,108,Vp45-2/3a
,3252,95,Rd15-1/2b
,3253,80,Fx30-1/2a
,3254,49,Ao71-2/3c
,3255,12,Lc57-2a
,3256,32,Ne30-2ab
,3257,359,Qf37-1ab
,3258,75,Qc37-1a
,3259,403,Fh14-2/3c
,3260,54,Nd41-3b
,3261,1263,Bd58-2c
,3262,25,Ne2-3b
,3263,128,Fo25-3a
,3264,20,Tm11-1/2ab
,3265,406,Fo87-2b
,3266,76,Vp49-3a
,3267,28,I-Re-Tm-a
,3268,141,Af11-2/3a
,3269,281,Bh24-2c
,3270,99,Af32-1/2a
,3271,37,Lc8-3b
,3272,21,Kl11-3a
,3273,21,Nh9-3a
,3274,507,Nd42-3b
,3275,249,Nd1-3a
,3276,209,Nh7-2/3c
,3277,111,Fh13-2b
,3278,56,Lf79-2ab
,3279,92,Ao103-3ab
,3280,33,Tm8-2/3c
,3281,63,Lf80-2bc
,3282,6,I-A-R-bc
,3283,194,Oe12-a
,3284,57,Je14-3a
,3285,38,I-Bk-R-bc
,3286,69,Nd37-2/3ab
,3287,207,Vp52-3a
,3288,43,Lc95-2a
,3289,59,Fx28-2/3ab
,3290,72,Ne31-2ab
,3291,9,Tm14-1/2c
,3292,41,Fr31-2/3b
,3293,41,Nd24-2c
,3294,8,Gh2-a
,3295,167,Je84-3a
,3296,517,Oe11-a
,3297,179,Nd43-2/3a
,3298,48,Bc16-2a
,3299,97,Fo97-3b
,3300,73,Ao83-2/3c
,3301,822,Je85-3a
,3302,417,Bd59-3c
,3303,17,Fo96-3b
,3304,40,Nd39-3bc
,3305,2627,Qf26-1a
,3306,27,Af35-1/2a
,3307,136,Lf86-2a
,3308,18,I-Re-T-c
,3309,6,I-N-c
,3310,24,Af36-2a
,3311,122,Qf38-1a
,3312,30,Fh10-3b
,3313,253,Fo86-3ab
,3314,34,I-V-b
,3315,47,To7-2/3a
,3316,61,Qf35-1/2bc
,3317,58,Bk27-2ab
,3318,10,I-Bd-To-c
,3319,302,Th3-c
,3320,32,Ne39-2a
,3321,52,Nh2-2/3c
,3322,1357,Af3-1/2a
,3323,315,Bc18-c
,3324,98,I-Bh-To-c
,3325,376,Ap27-2a
,3326,91,Bc15-2ab
,3327,141,Tm15-2c
,3328,54,Ne17-2/3c
,3329,64,Gh21-3a
,3330,17,Hl17-3b
,3331,155,Lf77-1/2a
,3332,162,Lf9-3b
,3333,111,Ao2-2a
,3334,22,Fx38-2c
,3335,32,Fx25-2a
,3336,48,Tm13-2/3c
,3337,570,Ao25-3c
,3338,140,I-L-R-bc
,3339,17,Jd11-1a
,3340,87,Fo22-3b
,3341,1869,Lc2-3b
,3342,528,I-Fo-Lf-bc
,3343,229,Qf5-1a
,3344,11,Xh1-3c
,3345,225,Re5-1a
,3346,73,Bk26-2/3a
,3347,129,Je52-2/3a
,3348,136,I-Od-U-1c
,3349,23,Nd38-2bc
,3350,71,Lf2-2a
,3351,7,Vc39-3a
,3352,107,Ne38-2ab
,3353,34,Ne37-1/2a
,3354,58,I-Xh-c
,3355,73,Vp5-3a
,3356,48,Vp63-3ab
,3357,201,E13-2c
,3358,16,E16-2a
,3359,55,Oe9-a
,3360,42,Fo88-2b
,3361,131,Lf76-1/2a
,3362,178,Lf75-1/2a
,3363,18,Ne42-2c
,3364,31,Hl12-3b
,3365,33,Qf15-1b
,3366,32,Af34-1/2a
,3367,69,Af56-2a
,3368,74,Rd14-1a
,3369,16,Bk29-2ab
,3370,26,Nd23-3c
,3371,107,Ap8-3a
,3372,10,Rc46-1ab
,3373,28,I-Kl-Xl-c
,3374,20,Af39-1/2b
,3375,179,I-Kl-c
,3376,594,Fr14-3ab
,3377,63,Qc30-1/2a
,3378,61,Af38-1/2ab
,3379,20,Ne41-2ab
,3380,45,Kl5-3b
,3381,165,Fo55-2/3ab
,3382,139,Qf22-1a
,3383,34,Re11-1a
,3384,1602,Fa2-2a
,3385,63,Ne35-2/3ab
,3386,99,Re8-1a
,3387,27,I-Fo-Q-b
,3388,176,Af40-2b
,3389,115,Fx3-3a
,3390,8,Qc30-1a
,3391,71,Ah22-3c
,3392,79,Lf32-2c
,3393,15,Qf35-1b
,3394,73,Af33-1/2a
,3395,121,Qf13-1a
,3396,118,Gd2-3a
,3397,363,Fo54-2/3ab
,3398,2084,Qf3-1a
,3399,42,Re3-1a
,3400,102,Ah23-3c
,3401,17,Ws1-3a
,3402,33,Be3-3b
,3403,30,Lf33-1a
,3404,52,Qf11-1a
,3405,26,Bd62-2/3a
,3406,50,Lf29-1a
,3407,185,Lf11-3b
,3408,492,Lc9-3b
,3409,158,Qf25-1a
,3410,75,Vp61-3a
,3411,319,Qf27-1/2ab
,3412,6,Gh3-3a
,3413,273,Ge25-1a
,3414,23,Ne40-1/2a
,3415,46,I-Je-c
,3416,8,Hg5-3a
,3417,118,Je2-2/3a
,3418,24,Hh17-3a
,3419,57,Bd57-2c
,3420,178,I-Kh-J-c
,3421,32,Fo77-2b
,3422,457,I-Hl-Kl-bc
,3423,54,Fo53-2/3b
,3424,65,Hl6-3b
,3425,379,Bc17-2bc
,3426,48,Lf16-3b
,3427,28,Bk28-2b
,3428,6,Ag15-2/3a
,3429,113,Fo11-3b
,3430,68,Je51-2/3a
,3431,25,Nd64-3a
,3432,30,Af54-3c
,3433,85,Fx5-2a
,3434,90,Gp6-2/3a
,3435,126,Vp50-3a
,3436,4,Fo56-2/3a
,3437,32,Vc2-3a
,3438,15,Vc57-3ab
,3439,201,We8-1/2a
,3440,180,Qf24-1a
,3441,271,Fo66-2/3b
,3442,151,Ne3-3b
,3443,40,Fa4-3a
,3444,9,Rd15-1a
,3445,50,Lf78-1/2ab
,3446,3,Bg7-2/3a
,3447,984,Qf23-1a
,3448,185,Lf22-3b
,3449,84,Af41-2bc
,3450,11,Fo7-3a
,3451,88,Lv5-3b
,3452,44,Bc34-3c
,3453,63,Ao67-2bc
,3454,40,Vp62-3b
,3455,123,I-Hl-c
,3456,112,Lf6-2b
,3457,9,Bv17-3a
,3458,23,Bc32-3c
,3459,178,Fo11-3a
,3460,20,Fo57-2a
,3461,39,I-Lv-3b
,3462,3,Bc31-3c
,3463,60,Fx2-2b
,3464,1768,Ao21-2a
,3465,1,Bc30-3c
,3466,302,Ao26-3c
,3467,187,Lf44-1/2bc
,3468,6,Bc36-3bc
,3469,87,Qf29-1a
,3470,169,Qf31-1ab
,3471,64,To25-2b
,3472,33,Lf12-3c
,3473,7,Lv6-3b
,3474,47,I-Ao-2/3c
,3475,31,Ao68-1/2ab
,3476,36,Xh22-1/2ab
,3477,6,Ne34-3c
,3478,38,Fh8-3b
,3479,33,Qf16-1a
,3480,7,Fo10-3c
,3481,1,Oe10-a
,3482,330,Qf34-1/2b
,3483,1960,Lf23-2/3a
,3484,324,Af43-1/2bc
,3485,20,Fr10-2/3a
,3486,19,Ne33-2/3bc
,3487,74,Ao66-2ab
,3488,15,Hl13-3b
,3489,231,Fx26-1/2a
,3490,42,R2-2/3c
,3491,59,Ao65-1/2a
,3492,29,Re82-1bc
,3493,28,Fo52-3bc
,3494,7,Fo29-3a
,3495,1,Ne44-2/3ab
,3496,147,Lc1-3a
,3497,40,Je50-2/3a
,3498,11,Ne36-2/3bc
,3499,249,Qf40-1a
,3500,49,Xh23-1/2ab
,3501,159,I-Lc-3b
,3502,229,Ge33-2/3a
,3503,90,Nd8-2bc
,3504,48,Af32-1/2b
,3505,6,Bc33-3c
,3506,657,I-Bh-Tv-c
,3507,21,Vp51-3a
,3508,22,Je38-1/2a
,3509,91,I-Be-Bh-c
,3510,22,Af37-1/2bc
,3511,89,Be53-1/2a
,3512,6,Fo58-2b
,3513,22,Je8-3a
,3514,2,Fo95-3b
,3515,124,Rd20-2c
,3516,8,Fo60-2/3bc
,3517,20,Nd34-2bc
,3518,6,Re62-1ab
,3519,80,Qf32-1/2b
,3520,61,Fx8-3b
,3521,1088,Fr14-3a
,3522,1834,Ao17-2/3a
,3523,236,Qf12-1a
,3524,46,Fx13-2a
,3525,468,Qc23-1a
,3526,134,I-Lk-3bc
,3527,60,I-Ao-N-c
,3528,44,I-Be-2b
,3529,1755,Fo76-2/3a
,3530,10,Ap6-2a
,3531,32,Gp4-1a
,3532,210,Fo31-3a
,3533,136,Fo5-2a
,3534,12,Fo59-2/3b
,3535,38,Vp53-3a
,3536,75,Be54-2/3a
,3537,115,Fo79-2bc
,3538,35,Ne46-2ab
,3539,24,Vc3-3a
,3540,59,Fo76-1/2ab
,3541,40,Fo75-2/3a
,3542,611,Ap2-3a
,3543,154,Fo78-2/3a
,3544,3,Tm12-2b
,3545,2,Rd19-1ab
,3546,147,Fa22-3a
,3547,24,Fo65-2b
,3548,900,Fa6-3a
,3550,20,Bc35-3c
,3551,2,Ne43-2/3ab
,3552,267,Ao1-3a
,3553,627,Fo61-2ab
,3554,28,Lf51-2a
,3555,399,Qc24-1a
,3556,5,Fo62-2bc
,3557,11,I-L-ab
,3558,173,Fa6-2a
,3559,56,Ge32-2/3a
,3560,40,Lc2-3a
,3561,5,Be92-3a
,3562,44,Fx15-2a
,3563,98,Oe3-a
,3564,70,Fo64-2ab
,3565,15,Fo93-2/3c
,3566,5,Lf90-2/3bc
,3567,8,Je53-1/3a
,3568,887,I-Bd-Rd-bc
,3569,25,Lf66-2ab
,3570,201,Fx14-2a
,3571,74,Qf28-1a
,3572,53,Fx16-2a
,3573,38,Lf47-1/2ab
,3574,36,Af42-1/2bc
,3575,129,Ao64-2bc
,3576,497,I-L-Q-bc
,3577,3,Fo67-2ab
,3578,26,Ao23-2a
,3579,12,Bc38-3b
,3580,124,Fo75-1/2ab
,3581,26,Qa1-1a
,3582,732,Qf6-1a
,3583,11,Qc31-1a
,3584,2142,Fa2-3a
,3585,19,Bc37-3c
,3587,203,Ao9-3b
,3588,19,Be55-2/3ab
,3589,13,Fh9-2bc
,3590,324,Lc53-2/3a
,3591,187,Ao28-3a
,3592,11,Fo68-2b
,3593,98,Th8-a
,3594,1609,Lf87-2/3b
,3595,7,Jt6-3a
,3596,3,Tm24-3a
,3597,30,Fo63-2a
,3598,65,Qf30-1a
,3599,65,Rd33-1b
,3600,17,Fo94-2bc
,3601,2875,Yl22-1/2b
,3602,89,Hl19-3a
,3603,375,Fx21-2ab
,3604,27,Be57-2/3a
,3605,19,Gp5-1a
,3606,697,Qf9-1a
,3607,81,Qf33-1/2a
,3608,354,Fr25-1/2b
,3609,3,Be56-2/3ab
,3610,87,Po24-1a
,3611,38,Ao92-1/2b
,3612,775,I-Rd-1b
,3613,7,Ge26-1/2a
,3614,67,Fx34-2b
,3615,112,Qc25-1a
,3616,61,Lf91-3ab
,3617,61,Fo69-2ab
,3618,66,Fx17-2a
,3619,142,Fx20-2a
,3620,26,Fo70-2ab
,3621,21,Fo74-2/3a
,3622,6,I-Be-Tv-c
,3623,209,I-L-1b
,3624,4,I-Fo-3b
,3625,91,Zt5-3a
,3626,1,Fo98-3a
,3627,38,Fr13-2ab
,3628,223,Ao14-2b
,3629,1094,Ap14-2/3a
,3630,6,Kk1-3a
,3631,78,Vp60-3a
,3632,13,Qf31-1a
,3633,276,Qf45-1a
,3634,2043,I-R-1c
,3635,163,Yl27-1/2a
,3636,77,Ws40-1b
,3637,41,Ag1-3a
,3638,50,Ao3-2b
,3639,15,Qf39-1a
,3640,273,Fx33-2a
,3641,8,Lc56-2b
,3642,65,I-Bc
,3643,42,Fx18-2b
,3644,62,Fp17-2b
,3645,111,Lf67-2b
,3646,133,Xh1-2ab
,3647,75,V1-3a
,3648,72,Fr24-1/2a
,3649,18,Bk30-2b
,3650,993,Fo75-2/3ab
,3651,2,To8-1b
,3652,510,I-Bd-Rd-c
,3653,35,Fp16-2/3a
,3654,18,Je58-2/3a
,3655,2,Je56-2a
,3656,10,I-F-c
,3658,2,Ne51-2/3b
,3659,103,Qc58-1b
,3660,19,Fr17-3c
,3661,52,Lc79-1/2a
,3662,14,Gd20-2a
,3663,2,Ne49-3b
,3664,8,Gh18-3a
,3665,8319,Qf41-1ab
,3666,104,I-R-Qa-2b
,3667,3,Fr12-2/3a
,3668,110,Jt8-2a
,3669,82,Ah16-2/3b
,3670,24,Ao1-2a
,3671,46,Gm5-3a
,3672,7,Fo71-2ab
,3673,255,Ag9-2a
,3674,22,Fo94-2ab
,3675,42,Re69-1a
,3676,20,Ah14-2a
,3677,4,Fo85-2b
,3678,76,Ws29-1/2b
,3679,38,Lf68-2b
,3680,9,I-Bv
,3681,236,Ne47-2b
,3682,85,Ah17-2/3c
,3683,82,Fr18-2/3b
,3684,6,Wh3-1a
,3685,397,Qc26-1a
,3686,18,Fo72-bc
,3687,17,So22-1/2a
,3688,8,Be58-2/3b
,3689,369,Fo1-3c
,3690,57,Rd13-1c
,3691,302,Bd33-2a
,3692,557,Ge28-1a
,3693,7,Ah15-2b
,3694,162,Rd22-2c
,3695,201,Ge31-1a
,3696,3,Ag10-2b
,3697,10,Jt1-3a
,3698,26,Re4-1a
,3699,535,Fo80-2ab
,3700,14,Lf21-3b
,3701,32,Ao93-1/2a
,3702,374,Fo82-2b
,3703,14,Be59-2bc
,3704,23,Lf88-3b
,3705,30,Kl3-3a
,3706,43,Ws20-1/2a
,3707,100,Hl11-3b
,3708,202,Lc54-2/3a
,3709,113,Zt6-3a
,3710,14,Lc87-1/2b
,3711,35,Ws39-1a
,3712,85,Ao13-3ab
,3713,1,I-Th-Be-1ab
,3714,2,Be99-3b
,3715,6,Bf22-3ab
,3716,4791,Vc52-3a
,3717,1311,Qc29-1a
,3718,92,Fo12-3b
,3719,6,Lf69-ac
,3720,41,Lf1-3b
,3721,48,Lf70-1/2ab
,3722,378,Fx1-2ab
,3723,3,Th13-2/3bc
,3724,5502,Yl21-1/2a
,3725,303,Bf11-2c
,3726,17,Fx22-2ab
,3727,99,Xh24-ab
,3728,137,Ge27-1a
,3730,35,Lf10-3b
,3731,5,Th15-3c
,3732,627,I-R-1b
,3733,383,Fo81-2b
,3734,55,Qf44-1b
,3735,568,Ws21-1/2b
,3736,100,Fo30-2a
,3737,4,Be100-3b
,3738,95,Ne61-2/3ab
,3739,5,Bf24-3bc
,3740,177,Qc55-1ab
,3741,9,Zo14-1/2a
,3742,96,Ne62-2/3b
,3743,368,Lf88-1/2bc
,3744,25,Ne4-3b
,3745,134,Hl21-2a
,3746,135,I-Rd-Qa-1c
,3747,53,Ao95-1/2a
,3748,447,Lp1-2a
,3749,349,Yl24-1/2a
,3750,339,So23-1/2a
,3751,265,Fo83-2b
,3752,855,Fr1-3a
,3753,183,Ge29-1a
,3754,67,Ne48-3a
,3755,466,Lf85-2ab
,3756,225,Ph5-1a
,3757,128,I-Bd-Po-c
,3758,74,Ao94-1/2a
,3759,46,Gh9-2a
,3760,1,Bf23-3bc
,3761,14,Fp12-2a
,3762,33,Fp11-2a
,3763,34,Tv6-b
,3764,71,I-R-Be-2b
,3765,214,Ao15-3a
,3766,1929,We14-3a
,3767,82,Ne64-2/3b
,3768,306,Fo92-2/3b
,3769,1,Lp12-1a
,3770,62,Ph6-1ab
,3771,207,Rc39-1b
,3772,36,Lo52-1/2b
,3773,2,Fp13-2/3a
,3774,59,Po25-1bc
,3775,7,Bv19-3ab
,3776,4,Be105-3ab
,3777,23,Je13-3a
,3778,8,Ah18-2a
,3779,421,Lf14-2/3a
,3780,477,Qc34-1a
,3781,29,Hh13-3b
,3782,11,Je17-3a
,3783,144,Qa13-1b
,3784,58,I-Bk-E-b
,3785,169,Qa9-2b
,3786,41,Fr15-3a
,3787,7,R3-3bc
,3788,4,Fx19-3a
,3789,9,Fr11-3a
,3790,33,Yk23-1/2a
,3791,1492,Fo4-3b
,3792,235,Fo77-2/3a
,3793,95,Fr19-3bc
,3794,30,Rd34-1a
,3795,5,Bf26-3bc
,3796,13,Bf29-3ab
,3797,52,Lc10-3a
,3798,3,Fa13-3bc
,3799,40,Rc29-2b
,3800,204,Lc52-1a
,3801,13,Fo73-2ab
,3802,7,Lf71-2ab
,3803,331,Bd11-3a
,3804,1,Be103-2bc
,3805,18,Ne54-2/3b
,3806,17,Fx23-2a
,3807,38,Ao18-2/3b
,3808,7,Lf72-3a
,3809,145,Qf46-1a
,3810,341,Fa12-3a
,3811,39,Lo53-1/2a
,3812,50,Je54-2a
,3813,4,Tm20-2bc
,3814,308,Lk7-1/2a
,3815,1,Fx37-3bc
,3816,974,Ws31-1/2b
,3817,635,I-Bc-V
,3818,45,Vp47-1a
,3819,5,Zo15-1/2a
,3820,41,Rc26-2b
,3821,114,Lf3-3b
,3822,59,Qa16-2c
,3823,26,Ao10-2/3b
,3824,38,Be89-2b
,3825,804,I-R-2b
,3826,43,Bf19-2c
,3827,62,I-Rd-Qa-1b
,3828,256,Lc81-1/2b
,3829,1022,Qf7-1a
,3830,2,Th14-3bc
,3831,195,Yl25-1/2b
,3832,5,Lo41-1/2a
,3833,389,Lc85-1/2b
,3834,38,Lo59-1/2b
,3835,151,Lf74-1a
,3836,16,Fo12-3a
,3837,31,Tv3-c
,3838,4,Nd56-2/3b
,3839,146,Lf89-1/2b
,3840,384,Re68-1ab
,3841,207,Ag7-2a
,3842,7,Re78-2bc
,3843,157,Qc27-1a
,3844,66,Tv2-a
,3845,100,Xh26-1/2a
,3846,82,Tv4-a
,3847,80,Ws34-1/2a
,3848,70,I-Bd-Be-c
,3849,96,Fp14-2a
,3850,116,I-R-Qa-2c
,3851,63,Je49-2/3a
,3852,16,Ah13-2a
,3853,257,Xk48-2b
,3854,309,Wm9-2a
,3855,5,Tv37-1b
,3856,11,Bc42-3c
,3857,127,Nd59-2/3c
,3858,428,Lf81-2a
,3859,61,Lc49-2a
,3860,9,Re77-2bc
,3861,2,Re1-1c
,3862,68,Xh27-1/2a
,3863,4,Qa15-1c
,3864,4,Oe4-a
,3865,31,Ge30-1a
,3866,383,Lf4-3b
,3867,18,Lf73-1a
,3868,164,Xh2-a
,3869,87,Lc84-1/2b
,3870,27,Bc44-3c
,3871,10,Kl4-3a
,3872,133,Bc7-2/3b
,3873,8,Xh25-1/2a
,3874,8,Bc43-3bc
,3875,35,Rc27-2a
,3876,28,Lf81-2ac
,3877,135,I-Rd-1c
,3878,48,Lk17-1/2a
,3879,8,Vp48-a
,3880,82,Qc28-1a
,3881,325,So24-1/2b
,3882,2,Re76-c
,3883,20,Ws32-1/2ab
,3884,9,Lc50-1b
,3885,7,Bf30-3bc
,3886,1602,Xk30-2a
,3887,1,Af44-2b
,3888,1,Be108-3bc
,3889,6,To18-3bc
,3890,1,Tm19-bc
,3891,44,Rd21-1a
,3892,157,Lc50-1/2a
,3894,94,Lf81-1a
,3895,1803,Vc53-3a
,3896,97,Fr26-2c
,3897,15,Od12-2a
,3898,7,Xh28-1/2a
,3899,113,Tv3-a
,3900,344,Rd35-1bc
,3901,4800,Xk24-2ab
,3902,13,Kh30-2a
,3903,44,Nd57-2/3bc
,3904,40,Ws18-1/2b
,3905,59,Vc54-3a
,3906,14,Xh29-1/2a
,3907,32,Ne48-3b
,3908,104,Xk31-2b
,3909,59,Qc56-1b
,3910,1,Fr3-2a
,3911,6028,Qc38-1a
,3912,59,Vc38-3a
,3913,1,Bf31-3abc
,3914,28,I-Bc-V-ac
,3915,72,Lc51-1/2a
,3916,9,Ap3-3a
,3917,71,Lg2-1a
,3918,13,Be93-3c
,3919,11,Qa2-1a
,3920,37,Bf8-2bc
,3921,30,Ne41-3a
,3922,149,So13-1a
,3923,52,Lf83-1a
,3924,18,Kh29-2b
,3925,27,Be106-3c
,3926,145,Re6-1a
,3927,56,Ne45-3a
,3928,36,Bc39-3c
,3929,1,Bv20-3a
,3930,5,Bf28-3ab
,3931,32,Je39-2a
,3932,131,Qf8-1a
,3933,93,Qa14-1b
,3934,1,Re79-3bc
,3935,2,Bc40-3c
,3936,24,Je60
,3937,254,Fr6-2/3ac
,3938,208,I-Lc-c
,3939,76,Yl26-1/2a
,3940,7,Qa12-1a
,3941,201,Xh3-b
,3942,34,Lc55-2/3a
,3943,4,Be107-3c
,3944,200,Lc6-c
,3945,22,Lf84-1a
,3946,146,Ne63-2/3ab
,3947,37,Xk45-2a
,3948,280,Lc86-1/2b
,3949,41,Ws17-1/2b
,3950,6,Gd27-3a
,3951,76,Ws45-1/2a
,3952,59,V10-3a
,3953,5,Lo58-1/2a
,3954,91,I-Yh-b
,3955,53,Qc57-1ab
,3956,41,Je16-3a
,3957,310,Qa6-1a
,3958,41,Sm6-3a
,3959,108,Ne1-3a
,3960,49,Fx24-2ab
,3961,6,V9-3a
,3962,32,Yh37-2a
,3963,51,Bk2-b
,3964,1,Bf21-3bc
,3965,55,Bv13-3a
,3966,150,Lf82-1a
,3967,39,Tv1-a
,3968,156,I-Be-Lc-c
,3969,1582,Kh5-1a
,3970,1394,Xh4-2a
,3971,16,Hl39-2ab
,3972,178,Zo1-2a
,3973,26,Gd15-a
,3974,79,Lc49-3a
,3975,3,Lg16-1a
,3976,233,Bv14-2/3b
,3977,273,Yh2-2a
,3978,49,Ql17-1a
,3979,41,Lf11-2b
,3980,13,Lo60-1/2a
,3981,34,Qc52-1b
,3982,57,Zg12-1/2a
,3983,41,Wm6-2/3a
,3984,333,Je59-1a
,3985,1,Bc15-3bc
,3986,22,I-R-c
,3987,227,Lf11-2a
,3988,2,Tm16-3ab
,3989,4,Fx36-3a
,3990,266,Lk7-1/2b
,3991,5,Fr19-3c
,3992,49,Bk2-c
,3993,142,Kh6-1ab
,3994,59,Lo55-1/2b
,3995,113,Yy8-1a
,3996,3,Bc41-3c
,3997,178,Yh1-a
,3998,6,Qf47-1b
,3999,24,Fr16-3c
,4000,12,Ws33-1/2c
,4001,267,Ql15-1a
,4002,39,Vp55-3bc
